UUID,Nav code,Nom du Produit,Concept mapping,"Dosage Form (Tablet, etc)"
e44e484e-90ec-41ca-aec1-e3190d7be626,10574,"Digoxin, 250 microgram tablet",PIH:3488,
858cdd08-c183-4358-9e26-593e83b86320,10197,"Digoxin, Oral Solution, 50 microgram/mL, 60mL bottle",PIH:3488,
cf38a1ec-9bf0-4760-8329-af3b6374be64,10937,"Digoxin, Solution for injection, 250 microgram/mL, 2mL ampoule",PIH:3488,
45cb0387-7f75-4868-b750-1eada15f0ce7,10538,"Diltiazem hydrochloride, Solution for injection, 5mg/mL, 1mL ampoule",CIEL:74921,
81694757-3336-4195-ac6b-ea574b9b8597,10141,"Diphenhydramine hydrochloride, 25mg tablet",CIEL:75018,
b476d417-800f-4e2e-89ec-09de8fd07607,11680,"Diphenhydramine hydrochloride, Solution for injection, 50mg/mL, 1mL ampoule",CIEL:75018,
31f03a19-afda-4328-91c6-f19679b2b9a6,12893,"Diphenhydramine hydrochloride 14mg + levomenthol 2mg/5mL, Oral syrup, 150mL bottle",CIEL:75018,
78fadd84-dfbe-11e9-8a34-2a2ae2dbcce4,11497,"Dobutamine hydrochloride, Solution for injection, 12.5mg/mL, 20mL ampoule",CIEL:75103,
1b07efc5-1292-4a47-8f5d-390716e946ef,10409,"Docusate sodium, 50mg tablet",CIEL:75121,
78faac2e-dfbe-11e9-8a34-2a2ae2dbcce4,18886,"Dolutegravir (DTG) 50mg + Lamivudine (3TC) 300mg + Tenofovir disoproxil fumarate (TDF) 300mg, tablet",CIEL:165086,
8c35a0cd-9e2a-40eb-aa57-f589c25f17bf,16221,"Dolutegravir (DTG), 10mg dispersible tablet",CIEL:165085,
78fab02a-dfbe-11e9-8a34-2a2ae2dbcce4,18894,"Dolutegravir (DTG), 50mg tablet",CIEL:165085,
6058eb5c-c7bb-445b-9a9a-14e73e8ab5a9,16108,"Dolutegravir (DTG), 5mg tablet",CIEL:165085,
06ed8ebd-91ba-4a4b-9355-73ee6499f845,11089,"Dopamine hydrochloride, Solution for injection, 40mg/mL, 5mL ampoule",CIEL:75178,
af8c33ac-dfbe-11e9-8a34-2a2ae2dbcce4,11563,"Dorzolamide hydrochloride, Eye drop, 2%, 5mL bottle",CIEL:75191,
c3ecc0a2-91d4-11e8-9eb6-529269fb1459,11443,"Doxorubicin hydrochloride, Solution for injection, 2mg/mL, 25mL vial",CIEL:75217,
8aad2a23-2977-4b5b-a30a-4a9142ce774b,12894,"Doxycycline, 100mg tablet",PIH:95,
78f97b9c-dfbe-11e9-8a34-2a2ae2dbcce4,11615,"Efavirenz (EFV), 200mg tablet",CIEL:75523,
78f96210-dfbe-11e9-8a34-2a2ae2dbcce4,10288,"Efavirenz (EFV), 600mg tablet",CIEL:75523,
78f960da-dfbe-11e9-8a34-2a2ae2dbcce4,10277,"Efavirenz (EVF) 600mg + Lamivudine (3TC) 300mg + Tenofovir disoproxil fumarate (TDF) 300mg tablet",CIEL:164505,
78faa864-dfbe-11e9-8a34-2a2ae2dbcce4,12679,"Emtricitabine (FTC) 200mg + Tenofovir disoproxil fumarate (TDF) 245mg tablet",CIEL:104567,
4efe3f48-2656-4178-bfcd-c6d103851084,11095,"Enalapril maleate, 5mg tablet",CIEL:75634,
7effe826-1fd8-414d-9ac9-4f5f4c5474ea,10561,"Enalapril maleate, 10mg tablet",CIEL:75634,
78fadae6-dfbe-11e9-8a34-2a2ae2dbcce4,14167,"Enalapril, Solution for injection, 1.25mg/mL, 2mL ampoule",CIEL:75633,
c4dacfd7-2599-4bde-9425-dfddb9b8a4ae,11611,"Enoxaparin, Solution for injection, 10,000 IU (100mg/mL), 1mL pre-filled syringe",PIH:7438,
52b9ef0f-21b2-4dc5-b5f5-b03a432c8b29,12307,"Enoxaparin, Solution for injection, 8,000 IU (80mg/0.8mL), 0.8mL pre-filled syringe",PIH:7438,
c155593e-12f3-42aa-a592-25a1cad7bbb7,11272,"Ephedrine hydrochloride, Solution for injection, 30mg/mL, 1mL ampoule",CIEL:75722,
82f4f009-d17b-44c9-b42b-0e080fda0572,10149,"Ergometrine maleate, 500 microgram, tablet",CIEL:75801,
b3df9e4b-3cd0-4412-a250-4c4e6783d3c2,11356,"Erythromycin, 500mg film coated tablet",CIEL:75842,
d01cd819-1f1c-436a-b199-c82ac75bb382,11841,"Erythromycin, 250mg film coated tablet",CIEL:75842,
1ff620f2-f9c7-4fcd-8a52-6f02b1167563,10957,"Erythromycin, Powder for oral suspension, 125mg/5mL, 100mL bottle",CIEL:75842,
af8c2c0e-dfbe-11e9-8a34-2a2ae2dbcce4,14163,"Esmolol, Solution for injection, 2.5mg/mL, 2mL ampoule",CIEL:75872,
638d29ff-96fa-4f6e-8d23-0c92f43d5d1a,11866,"Ethambutol (E), 100mg tablet",PIH:745,
bd159878-7a33-405b-ad0b-6d6ddbf99ddd,11849,"Ethambutol (E), 400mg tablet",PIH:745,
78fab5ac-dfbe-11e9-8a34-2a2ae2dbcce4,18890,"Ethionamide, 250mg tablet",CIEL:75976,
0fd43a17-122e-45fe-9cda-35414bcfff52,10713,"Etomidate, Solution for injection, 2mg/mL, 10mL ampoule",CIEL:76021,
78fb7708-dfbe-11e9-8a34-2a2ae2dbcce4,12760,"Etoposide, Solution for infusion, 20mg/mL, 5mL vial",CIEL:76025,
29c9dd27-25f2-45c6-9708-93fe142a46ba,21377,"Etravirine (ETV), 100mg tablet",CIEL:159810,
6f54bcac-4ccd-491c-9ecc-8ca796e791c2,12322,"Fentanyl citrate, Solution for injection, 50 microgram/mL, 2mL ampoule",CIEL:76273,
0b433dae-5df2-400e-b558-8e9e8cf8417e,10850,"Fentanyl, 25 microgram/hour, 72 hour transdermal patch",CIEL:76272,
78fc4fb6-dfbe-11e9-8a34-2a2ae2dbcce4,11094,"Ferric subsulfate, Topical solution, 473mL (16oz) bottle",CIEL:165571,
33ec6eca-1f62-4ebc-acea-f5524c2b4f40,11397,"Ferrous sulfate 200mg (eq. 65mg elemental Fe) + folic acid 250 microgram tablet",PIH:773,
0a295a3b-c607-4682-9bc4-2fdb7ed60d39,10791,"Ferrous sulfate, 200mg (eq. 65mg elemental Fe) tablet",PIH:256,
cb797946-76b3-4e35-bd08-83c8ae8f4b35,11473,"Ferrous sulfate, Oral solution, 40mg (eq. 8mg elemental Fe)/mL, 100mL bottle",PIH:256,
f5636dce-c682-48c0-8ffb-2db9a3a790d8,11331,"Ferrous sulfate, Oral solution, 40mg (8mg Fe)/mL, 100mL bottle",PIH:256,
78fad21c-dfbe-11e9-8a34-2a2ae2dbcce4,14151,"Filgrastim (Neupogen), Solution for injection, 300 microgram/mL, 1mL vial",CIEL:76374,
74f565ce-c515-41b2-bbd4-29fc6416231b,12357,"Fluconazole, 200mg capsule/tablet",PIH:747,
af8c3c12-dfbe-11e9-8a34-2a2ae2dbcce4,11110,"Fluconazole, 50mg capsule",CIEL:76488,
cf0037b9-f5a9-4f39-a287-a3e09f02557b,10711,"Fluconazole, Powder for oral suspension, 10mg/mL, 35mL bottle",PIH:747,
78fb8bda-dfbe-11e9-8a34-2a2ae2dbcce4,12610,"Fluconazole, Solution for infusion, 2mg/mL, 100mL vial",CIEL:76488,
a26f9777-4972-46aa-9072-9fddabc2e688,10478,"Flumazenil, Solution for injection, 100 microgram/mL, 5mL ampoule",CIEL:76500,
c3eccca0-91d4-11e8-9eb6-529269fb1459,10592,"Fluorouracil, Solution for injection, 50mg/mL, 10mL vial",CIEL:76550,
7f7178bd-a1f8-44dd-85a9-02e49065e56b,10892,"Fluoxetine hydrochloride, 20mg scored tablet",CIEL:76553,
6e3148dd-c2e3-4947-b014-a63fa623d644,11383,"Fluphenazine (Oily) decanoate, Solution for depot injection, 25mg/mL, 1mL ampoule",PIH:13538,
af8c105c-dfbe-11e9-8a34-2a2ae2dbcce4,10309,"Folic acid, 400 microgram tablet",CIEL:76613,
6241e56b-ec9c-4c5b-a79c-1ce6481b1acb,10585,"Folic acid, 5mg tablet",PIH:257,
fb5842a2-60ef-4539-b428-f99a1f76c85f,11460,"Furosemide, 40mg tablet",PIH:99,
214f8c89-0476-403c-a45e-e725a241394b,10375,"Furosemide, Oral solution, 10mg/mL, 150mL bottle",PIH:99,
2e454fbe-99f4-491f-9a89-9107c3293974,10120,"Furosemide, Solution for injection, 10mg/mL, 2mL ampoule",PIH:99,
86fa52bf-704d-4a0f-9b45-320740bc4098,10634,"Gabapentin, 100mg capsule",CIEL:76750,
009b94f2-6c53-471c-aa7a-38d05257d71c,11799,"Gabapentin, 400mg capsule",CIEL:76750,
a9330ce0-7369-41ea-98c7-1cda24a2afa2,10933,"Gentamicin sulfate, Eye and Ear drop, 0.3%, 10mL bottle",CIEL:76942,
b09cd1eb-b44d-40ca-af48-49c373c408ea,10749,"Gentamicin, Solution for injection, 40mg/mL, 2mL ampoule",PIH:100,
480fc7de-cf17-489e-9182-5e315ed93b0c,16168,"Gentian violet, Powder to be dissolved, 25 gram container",PIH:323,
5c21704a-6268-4854-845d-55c573bed967,11512,"Glibenclamide, 5mg tablet",PIH:4046,
0435c900-6608-4bab-b136-0271adcaa719,11631,"Glucagon hydrochloride, Powder for solution for injection, 1mg prefilled syringe with solvent",CIEL:77039,
f63fdda4-6a47-4cd0-9a51-7a5404b65997,11390,"Glutaraldehyde, 2% + activator, 5 liter can (1.3 gallon)",CIEL:77064,
81f45c51-9561-4e89-bf45-ceced109da05,10049,"Glycerin, 2 gram rectal suppository",CIEL:77073,
a3a42b6c-d1cd-4f40-9d58-998eb4ecc8b3,10124,"Glycopyrronium bromide, Solution for injection, 200 microgram/mL, 3mL ampoule",CIEL:77083,
4c0c1cb0-7723-497e-890b-c81d622011b3,10278,"Glycopyrronium (Glycopyrrolate) bromide, Solution for injection, 200 microgram/mL, 1mL amp/vial",CIEL:77083,
99dd299c-6b7a-4b41-a705-823ca4396107,11724,"Griseofulvin, 125mg tablet",PIH:3679,
280353a2-3da7-480b-ab58-03dcd401d3ff,10392,"Griseofulvin, 500mg tablet",PIH:3679,
73813726-3e82-4230-87dd-25dc963579b6,12361,"Haemorrhoid relief, Rectal ointment, 30 gram tube",CIEL:162167,
c1f95407-9517-4eb5-af8d-d633293f4793,10838,"Haloperidol, 1mg tablet",CIEL:77335,
23f2d94b-3072-4e86-b737-d5ccded81bc0,11334,"Haloperidol, 5mg tablet",CIEL:77335,
a8541367-1eb0-4144-9cc7-41a909902d5d,13074,"Haloperidol, Solution for injection, 5mg/mL, 1mL ampoule",CIEL:77335,
0374e78d-f9ac-4e3c-a731-ed5e29d65dff,10579,"Hepatitis B, Vaccine, rDNA, Adult (20 microgram dose), 1mL monodose vial (1 dose)",PIH:782,
f7d73b6b-1248-483b-b334-8f0510ed46bb,11190,"Heparin sodium, Solution for injection, 5,000 IU/mL, 1mL vial",CIEL:77414,
af8c13a4-dfbe-11e9-8a34-2a2ae2dbcce4,14162,"Human albumin, Solution for infusion, 10% (100mg/mL),",CIEL:70445,
2ff6dfce-cd7e-4a1c-9916-f398c4aaec1f,11632,"Hydralazine hydrochloride, 25mg tablet",CIEL:77676,
096dae85-9eee-466b-b059-9f5dd13af242,10724,"Hydralazine hydrochloride, Solution for injection, 20mg/mL, 1mL ampoule",CIEL:77676,
ce857097-f7a1-4178-b018-a8067a5710d1,10739,"Hydrochlorothiazide (HCT), 25mg tablet",PIH:1243,
a811008f-05fd-4f30-b50c-4d3636472db5,12367,"Hydrocortisone acetate, Skin cream, 1%, 15 gram tube",CIEL:77719,
c6a8fca8-fce4-11e9-8f0b-362b9e155667,12390,"Hydrocortisone, Preservative free powder for solution for injection, 100mg vial",CIEL:77714,
68f687c0-2875-4934-a060-825be42943e2,11136,"Hydrogen peroxide, 3%, 500mL bottle",PIH:313,
0f0b85a4-b06b-484e-8213-3fe38279e3ad,10534,"Hydroxycarbamide, 500mg capsule",PIH:7658,
74583b5e-80ec-4413-96b4-67907c98e443,10645,"Hyoscine butylbromide, 1.5mg (1mg/72hours) transdermal patch",PIH:431,
8f2d1a7e-4ddb-4805-bf7e-1fb765592124,11380,"Hyoscine butylbromide, 10mg film coated tablet",PIH:431,
9cfb1288-2db4-4ca6-b3f8-da4d85058e42,11574,"Hyoscine butylbromide, Solution for injection, 20mg/mL, 1mL ampoule",PIH:431,
6db68d7e-262a-4aaa-a669-f31b8758c5c1,14091,"Ibuprofen, 200mg tablet",PIH:912,
36e09631-e6d8-41c9-92d2-c945750a39b9,10282,"Ibuprofen, 400mg tablet",PIH:912,
49f646b5-c9a3-47e7-9fc2-bb187673b838,10290,"Ibuprofen, Oral solution, 20mg/mL, 100mL bottle",PIH:912,
78fb7988-dfbe-11e9-8a34-2a2ae2dbcce4,14149,"Ifosfamide, Powder for solution for injection, 2 gram vial",CIEL:77922,
399834b0-b44b-11e3-a5e2-0800200c9a66,10967,"Imatinib, 400mg film coated tablet",PIH:7659,
05868029-c96e-49c1-90b8-a35f8a4059c5,10762,"Imiquimod, Skin cream, 5%, 500mg sachet",CIEL:77956,
af8c48f6-dfbe-11e9-8a34-2a2ae2dbcce4,10172,"Immunoglobulin (Human), Anti-D, 300 microgram (1,500 IU)/2mL prefilled syringe",CIEL:83322,
d06a7e2c-948b-4b7e-86b6-52c36b536d49,10219,"Tetanus, Immunoglobulin, Human, 250IU/mL, 1mL vial",CIEL:84878,
af8c20ba-dfbe-11e9-8a34-2a2ae2dbcce4,10442,"Infant Formula, 0-6 months, Powder, 400 gram tin",CIEL:5254,
c1c3d584-091d-4587-b61d-fa0ec162a35a,11265,"Infant formula, Powder, Premature, 22 cal/fl oz, High protein, 371 gram (13oz) can (Similac NeoSure)",PIH:12022,
78fc4e4e-dfbe-11e9-8a34-2a2ae2dbcce4,12430,"Infasurf (Calfactant), Natural surfactant, 35mg/mL, 6mL vial",CIEL:72715,
77077171-df0f-43c8-9a6b-245914fc143b,10721,"Insulin, Solution for injection, Neutral human, 70/30 (Mixtard), 100IU/mL, 10mL vial",PIH:6746,
568b5484-1f52-424a-a45d-3f1c9e0d92d6,10340,"Insulin, Solution for injection, Neutral human, NPH (Lente/Isophane), 100IU/mL, 10mL vial",CIEL:78068,
def06cd2-c046-4afc-9a49-475d3481cbcf,10262,"Insulin, Solution for injection, Neutral human, Regular (Rapid-Acting), 100IU/mL, 10mL vial",CIEL:78082,
f75e1e95-b1be-11e3-a5e2-0800200c9a66,11853,"Intra uterine device (I.U.D.), Copper, TCU 380 A",PIH:5275,
433be56e-469b-4d38-a91c-1a1937e086b7,10911,"Iodized oil, 200mg capsule",CIEL:75974,
78fc4a20-dfbe-11e9-8a34-2a2ae2dbcce4,10422,"Iopamidol, Contrast media for injection, 61.2% (612mg/mL), eq. to Iodine 300mg/mL, 50mL bottle",CIEL:78164,
af8c455e-dfbe-11e9-8a34-2a2ae2dbcce4,10723,"Ipratropium bromide, Solution for nebulisation, 200 microgram/mL, 2.5mL ampoule",CIEL:78200,
8b6830f5-8807-4be1-9062-37388a737a0c,11198,"Ipratropium bromide, Solution for nebulisation, 250 microgram/mL, 2mL ampoule",CIEL:78200,
d0009498-d7ca-408a-895e-74d6585086f4,10615,"Ipratropium bromide, Solution for nebulisation, 250 microgram/mL, 1mL ampoule",CIEL:78200,
f540ba7b-160f-46d2-97f6-104e2a5f5655,11637,"Iron dextran, Solution for injection, 50mg/mL (5%), 2mL ampoule",CIEL:78230,
e47fa273-0c52-4f0f-b57b-34001a3e9677,11091,"Isoniazid (H), 100mg tablet",CIEL:78280,
849218ee-901c-46b3-80f9-7c808132893b,11115,"Isoniazid (H), 300mg tablet",CIEL:78280,
95518896-df94-4e7d-b233-cc5af823975a,10293,"Isosorbide dinitrate, 20mg extended release tablet",PIH:3428,
af8c3140-dfbe-11e9-8a34-2a2ae2dbcce4,12448,"Isosorbide dinitrate, 5mg sublingual tablet",CIEL:78305,
6a210d68-871e-4f44-8dc4-e92ff69da458,10350,"Isosorbide dinitrate, 5mg tablet",PIH:3428,
78fab7f0-dfbe-11e9-8a34-2a2ae2dbcce4,18891,"Kanamycin, Solution for injection, 250mg/mL, 4mL ampoule",CIEL:78385,
e2ea0ba6-5069-4cc5-a50e-472f992c1707,11623,"Ketamine hydrochloride, Solution for injection, 50mg/mL, 10mL vial",CIEL:78468,
af8c4694-dfbe-11e9-8a34-2a2ae2dbcce4,12046,"Ketoconazole, Scalp and hair shampoo, 20mg/mL (2%), 120mL bottle",CIEL:78476,
158b8612-4472-11e6-beb8-9e71128cae77,10464,"Ketoconazole, Scalp and hair shampoo, 20mg/mL (2%), 60mL bottle",PIH:926,
158b8982-4472-11e6-beb8-9e71128cae77,10441,"Ketoconazole, Skin cream, 2%, 15 gram tube",PIH:926,
2c151c1a-5159-4181-aed4-450bb562d2d0,13544,"Labetalol, Solution for injection, 5mg/mL, 20mL vial",CIEL:78599,
aa455dc6-7e45-4859-82e6-4392407b2dc2,10327,"Lactulose, Oral solution, 0.67g/mL, 500mL bottle",CIEL:78632,
78f9739a-dfbe-11e9-8a34-2a2ae2dbcce4,11282,"Lamivudine (3TC) 150mg + Nevirapine (NVP) 200mg + Zidovudine (AZT) 300mg tablet",CIEL:1652,
78f97e3a-dfbe-11e9-8a34-2a2ae2dbcce4,11771,"Lamivudine (3TC) 150mg + Stavudine (d4T) 30mg + Nevirapine (NVP) 200mg tablet",CIEL:792,
78f980a6-dfbe-11e9-8a34-2a2ae2dbcce4,11854,"Lamivudine (3TC) 150mg + Stavudine (d4T) 30mg tablet",CIEL:161363,
78f968e6-dfbe-11e9-8a34-2a2ae2dbcce4,10689,"Lamivudine (3TC) 150mg + Zidovudine (AZT) 300mg tablet",CIEL:630,
78f97cfa-dfbe-11e9-8a34-2a2ae2dbcce4,11737,"Lamivudine (3TC) 30mg + Nevirapine (NVP) 50mg + Zidovudine (AZT) 60mg dispersible tablet",CIEL:1652,
78f97f70-dfbe-11e9-8a34-2a2ae2dbcce4,11791,"Lamivudine (3TC) 30mg + Stavudine (d4T) 6mg + Nevirapine (NVP) 50mg dispersible tablet",CIEL:792,
78f95fa4-dfbe-11e9-8a34-2a2ae2dbcce4,10238,"Lamivudine (3TC) 30mg + Zidovudine (AZT) 60mg tablet",CIEL:630,
78f96de6-dfbe-11e9-8a34-2a2ae2dbcce4,10771,"Lamivudine (3TC) 60mg + Stavudine (d4T) 12mg + Nevirapine (NVP) 100mg dispersible tablet",CIEL:792,
78f97264-dfbe-11e9-8a34-2a2ae2dbcce4,10989,"Lamivudine (3TC), 150mg tablet",CIEL:78643,
78f96684-dfbe-11e9-8a34-2a2ae2dbcce4,10603,"Lamivudine (3TC), Oral solution, 10mg/mL, 240mL bottle",CIEL:78643,
93b4e35a-d986-11e5-b5d2-0a1d41d68578,10763,"Letrozole, 2.5mg tablet",CIEL:78738,
af8c3d3e-dfbe-11e9-8a34-2a2ae2dbcce4,11314,"Levofloxacin, 250mg tablet",CIEL:78788,
c6a93150-fce4-11e9-8f0b-362b9e155667,10080,"Levonorgestrel (Jadelle), Subdermal implant, 2 x 75 mg + trocar",CIEL:78796,
f1bb371a-c172-4bd1-b734-a36c801697df,11339,"Levonorgestrel 150 microgram + Ethinylestradiol 30 microgram + Ferrous fumarate 75mg, tablet",CIEL:162296,
a275302c-b767-4d1a-96c0-e8350a968060,12690,"Levonorgestrel, 30 microgram tablet",PIH:1718,
3ca1fb3f-02e6-465d-86d9-b016ee30207b,10876,"Levonorgestrel, 750 microgram tablet",PIH:1718,
1af24d20-29f7-45da-88ec-f5cd2458d6e9,10084,"Levothyroxine sodium, 100 microgram tablet",CIEL:78809,
a40d9fca-c981-11e7-abc4-cec278b6b50a,10029,"Lidocaine 2.5% (25mg/gram) + Prilocaine 2.5% (25mg/gram), Skin cream, 30 gram tube (EMLA)",CIEL:104983,
6671d643-75f9-44bc-9f3a-ddddd0c1eed5,12138,"Lidocaine hydrochloride 1% + Adrenaline 1:200,000, 20mL vial",CIEL:104584,
78fc584e-dfbe-11e9-8a34-2a2ae2dbcce4,10714,"Lidocaine hydrochloride 2% + Adrenaline 1:100,000 1.8mL dental cartridge",CIEL:104584,
af8c0602-dfbe-11e9-8a34-2a2ae2dbcce4,19497,"Lidocaine hydrochloride 2% + Adrenaline 1:200,000, 50mL vial",CIEL:104584,
e87f6cb0-de6f-4658-9ba1-246b8f9b79fa,11417,"Lidocaine hydrochloride, Preservative free solution for injection, 1% (10mg/mL), 20mL vial",CIEL:78850,
af8c0486-dfbe-11e9-8a34-2a2ae2dbcce4,14370,"Lidocaine hydrochloride, Solution for injection, 1% (10mg/mL), 10 mL plastic ampoule",CIEL:78850,
78fc56e6-dfbe-11e9-8a34-2a2ae2dbcce4,12781,"Lidocaine hydrochloride, Solution for injection, 2% (20mg/mL), 20mL vial",CIEL:78850,
56dbb380-9584-4c21-9652-a2f43cbc3f33,11624,"Lidocaine hydrochloride, Topical gel, 2% (20mg/gram), 30g tube",CIEL:78850,
fded73eb-2af4-4505-a566-8b8f93ad0e64,10805,"Lidocaine hydrochloride 10% (xylocaine), Pump spray, 50mL (500 doses)",CIEL:78850,
af8c3adc-dfbe-11e9-8a34-2a2ae2dbcce4,10413,"Linezolid, 600mg tablet",CIEL:78879,
4534a926-8dc4-440b-bdf9-f9e96d282a28,10053,"Lisinopril, 20mg tablet",PIH:3183,
d0876723-9087-4ea5-b26d-d46cf914835f,11114,"Lisinopril, 5mg tablet",PIH:3183,
1837a2f3-d724-423c-bded-124f2b25a1e0,11404,"Lisinopril, 10mg tablet",PIH:3183,
3c9fa00d-f14f-4bd5-bca8-edeb88cad587,11007,"Loperamide hydrochloride, 2mg tablet",CIEL:79038,
78f976c4-dfbe-11e9-8a34-2a2ae2dbcce4,11369,"Lopinavir (LPV) 100mg + Ritonavir (r) 25mg tablet",CIEL:794,
78f95e78-dfbe-11e9-8a34-2a2ae2dbcce4,10161,"Lopinavir (LPV) 200mg + Ritonavir (r) 50mg tablet",CIEL:794,
78faaaf8-dfbe-11e9-8a34-2a2ae2dbcce4,14075,"Lopinavir (LPV) 40mg + Ritonavir (r) 10mg, tablet",CIEL:794,
78faa710-dfbe-11e9-8a34-2a2ae2dbcce4,11940,"Lopinavir (LPV) 80mg/mL + Ritonavir (r) 20mg/mL, Oral suspension, 160mL bottle",CIEL:794,
0bb5dfe8-8a9e-4253-893a-7cb12b6314d6,10866,"Lubricant jelly, approx 45 gram tube",CIEL:162138,
7518d870-c206-4a88-a4a4-704939753cec,11026,"Magnesium carbonate 11.57g + citric acid 17.79g, Effervescent powder, 29.5 gram sachet",CIEL:162137,
d3817c4c-2b55-4bda-9a68-bdb124851df3,12141,"Magnesium sulfate, Solution for injection, 500mg/mL (50%), 10mL ampoule",CIEL:79247,
eaa471de-45c5-4fdf-af95-3f17ddb43461,12586,"Mannitol, Intravenous infusion, 20 grams/100mL (20%), 500mL bottle",CIEL:79303,
73ab0bc6-73ee-486d-b79a-362b423b2233,11144,"Mebendazole, 100mg tablet",PIH:244,
ead461fe-710a-45ee-8cfb-964ee6546a0b,11439,"Mebendazole, 500mg chewable tablet",PIH:244,
c6a9018a-fce4-11e9-8f0b-362b9e155667,11868,"Medroxyprogesterone acetate, Suspension for depot injection, 150mg/mL, 1mL vial",PIH:907,
af8b9eec-dfbe-11e9-8a34-2a2ae2dbcce4,11245,"Mepivacaine hydrochloride, Solution for injection, 10mg/mL, 1.7mL dental cartridge",CIEL:79588,
78fb6eca-dfbe-11e9-8a34-2a2ae2dbcce4,12270,"Mercaptopurine, 50mg tablet",CIEL:70039,
78fb8388-dfbe-11e9-8a34-2a2ae2dbcce4,11733,"Meropenem, Powder for solution for injection, 1 gram vial",CIEL:79611,
158b8ac2-4472-11e6-beb8-9e71128cae77,10297,"Mesalazine, 500mg tablet",CIEL:79616,
78fb7abe-dfbe-11e9-8a34-2a2ae2dbcce4,14150,"Mesna, Solution for injection, 100mg/mL, 2mL ampoule",CIEL:79620,
78fac2b8-dfbe-11e9-8a34-2a2ae2dbcce4,14165,"Metamizole, Solution for injection, 500mg/mL, 2mL ampoule",CIEL:75047,
afd2cd78-4dc6-4e91-ac9f-51b9e094e34a,11722,"Metformin hydrochloride, 500mg tablet",CIEL:79652,
a40da448-c981-11e7-abc4-cec278b6b50a,11002,"Metformin hydrochloride, 850mg tablet",CIEL:79652,
78fb6b00-dfbe-11e9-8a34-2a2ae2dbcce4,11577,"Methotrexate, 2.5mg tablet",CIEL:79700,
78fb6d94-dfbe-11e9-8a34-2a2ae2dbcce4,12218,"Methotrexate, Preservative free solution for injection, 100mg/ml, 5mL vial",CIEL:79700,
c3ecd3da-91d4-11e8-9eb6-529269fb1459,10500,"Methotrexate, Preservative free solution for injection, 25mg/mL, 2mL vial",CIEL:79700,
af8c387a-dfbe-11e9-8a34-2a2ae2dbcce4,14148,"Methotrexate, Solution for injection, 100mg/mL, 10mL vial",CIEL:79700,
70123af9-a72a-4f6e-a188-140d905a84be,10002,"Methyldopa, 250mg film coated tablet",PIH:251,
7cbff751-d2f2-4d52-9060-c00b77c28b5a,10531,"Methylergometrine, Solution for injection, 200 microgram/mL, 1mL ampoule",CIEL:79729,
2573e237-e8f0-433c-bda6-a40178730d22,10750,"Methylprednisolone sodium succinate, Powder for solution for injection, 125mg vial with solvent",CIEL:70035,
399834b3-b44b-11e3-a5e2-0800200c9a66,12145,"Metoclopramide hydrochloride, 10mg tablet",CIEL:79757,
1db5bfe6-73f8-4845-8875-bfca42dedbd9,10193,"Metoclopramide hydrochloride, Solution for injection, 5mg/mL, 2mL ampoule",CIEL:79757,
819b83c0-e218-4ffe-854c-75c941feb948,10786,"Metoprolol tartrate, 25mg extended release tablet",CIEL:79767,
01bf21ba-3505-4221-ad41-d81e9aa5cc6e,11384,"Metoprolol tartrate, 50mg tablet",CIEL:79767,
30f0c0e3-04bd-4c5f-a8af-b3ec54c2d0aa,10465,"Metoprolol tartrate, Solution for injection, 1mg/mL, 5mL ampoule",CIEL:79767,
aed7a629-8b95-4942-b665-b35f42abe55d,10779,"Metronidazole, 250mg tablet",PIH:237,
ce45af7e-cdad-4be3-bc6e-372afa8acd75,16107,"Metronidazole, 500mg tablet",PIH:237,
